[NN] | transplantation | transplant | 0-0 | 0.6666666666666666 | OtherRelated
[VB] | distributing | disseminate | 0-0 |0.9166666666666666| Independent
[VBG] | standardized | normalizing | 0-0 |0.9166666666666666| OtherRelated
[NNS] | legislatures | legislative | 0-0 |0.9166666666666666| OtherRelated
[VBN] | reintroduced | implemented | 0-0 |0.9166666666666666| Independent
[VBZ] | contributors | contributes | 0-0 |0.9166666666666666| Independent
[VBG] | reproduction | reproducing | 0-0 |0.9166666666666666| OtherRelated
[JJ] | praiseworthy | commendable | 0-0 |0.9166666666666666| Equivalence
[VBZ] | rebroadcasts | retransmits | 0-0 |0.9166666666666666| Independent
[VBD] | facilitating | contributed | 0-0 |0.9166666666666666| Independent
[VBZ] | demonstrates | articulates | 0-0 |0.9166666666666666| Independent
[VBN] | interspersed | interrupted | 0-0 |0.9166666666666666| Independent
[JJ] | participants | participant | 0-0 |0.9166666666666666| Equivalence
[VBD] | demonstrated | ascertained | 0-0 |0.9166666666666666| Independent
[NNPS] | belorussians | belarusians | 0-0 |0.9166666666666666| Equivalence
[JJ] | larger-scale | large-scale | 0-0 |0.9166666666666666| Equivalence
[VBG] | facilitating | stimulating | 0-0 |0.9166666666666666| Independent
[VBN] | demonstrated | underscored | 0-0 |0.9166666666666666| Independent
[VBG] | jeopardizing | undermining | 0-0 |0.9166666666666666| Equivalence
[VBN] | incorporated | constituted | 0-0 |0.9166666666666666| Independent
[NNS] | co-ordinates | coordinated | 0-0 |0.9166666666666666| Independent
[VBN] | reintroduced | recommenced | 0-0 |0.9166666666666666| Independent
[VBG] | transporting | transfering | 0-0 |0.9166666666666666| Independent
[JJ] | high-powered | high-output | 0-0 |0.9166666666666666| OtherRelated
[VBN] | confiscation | confiscated | 0-0 |0.9166666666666666| OtherRelated
[NNS] | vine-growers | winegrowers | 0-0 |0.9166666666666666| Equivalence
[VBG] | appreciating | recognition | 0-0 |0.9166666666666666| Independent
[NNS] | appellations | designation | 0-0 |0.9166666666666666| Equivalence
[JJ] | dissatisfied | unsatisfied | 0-0 |0.9166666666666666| Equivalence
[VBZ] | concentrates | prioritises | 0-0 |0.9166666666666666| Independent
[JJ] | by-elections | by-election | 0-0 |0.9166666666666666| Equivalence
[RB] | additionally | furthermore | 0-0 |0.9166666666666666| Equivalence
[NNPS] | competencies | competences | 0-0 |0.9166666666666666| OtherRelated
[VBN] | concentrated | exacerbated | 0-0 |0.9166666666666666| Independent
[VBG] | regularizing | normalizing | 0-0 |0.9166666666666666| Independent
[VBZ] | accommodates | incorporate | 0-0 |0.9166666666666666| OtherRelated
[VBZ] | disseminates | distributes | 0-0 |0.9166666666666666| Independent
[NNS] | distinctions | indications | 0-0 |0.9166666666666666| Independent
[VBN] | incarcerated | dissociated | 0-0 |0.9166666666666666| Independent
[VBD] | co-sponsored | cosponsored | 0-0 |0.9166666666666666| Equivalence
[NNS] | pollinations | pollinators | 0-0 |0.9166666666666666| Independent
[VBD] | repatriation | repatriated | 0-0 |0.9166666666666666| OtherRelated
[NNS] | improvements | renovations | 0-0 |0.9166666666666666| OtherRelated
[VBN] | materialised | implemented | 0-0 |0.9166666666666666| Independent
[VBG] | representing | responsible | 0-0 |0.9166666666666666| Independent
[NN] | half-brother | stepbrother | 0-0 |0.9166666666666666| Equivalence
[VBN] | appropriated | anticipated | 0-0 |0.9166666666666666| Independent
[NNS] | verification | inspections | 0-0 |0.9166666666666666| Independent
[VBN] | distribution | distributed | 0-0 |0.9166666666666666| Independent
[RB] | economically | financially | 0-0 |0.9166666666666666| OtherRelated
[JJ] | concentrated | concentrate | 0-0 |0.9166666666666666| Equivalence
[VBN] | exterminated | obliterated | 0-0 |0.9166666666666666| Independent
[NN] | asphyxiation | suffocation | 0-0 |0.9166666666666666| Equivalence
[VBG] | re-directing | redirecting | 0-0 |0.9166666666666666| OtherRelated
[NNS] | examinations | experiments | 0-0 |0.9166666666666666| Independent
[VBD] | consolidated | intensified | 0-0 |0.9166666666666666| Independent
[JJ] | anti-israeli | anti-israel | 0-0 |0.9166666666666666| Equivalence
[NNS] | insinuations | accusations | 0-0 |0.9166666666666666| ReverseEntailment
[VBN] | necessitated | constrained | 0-0 |0.9166666666666666| Independent
[VBG] | discouraging | obstructing | 0-0 |0.9166666666666666| Independent
[VBZ] | accommodates | potentiates | 0-0 |0.9166666666666666| Independent
[NNS] | interactions | cooperation | 0-0 |0.9166666666666666| Independent
[NNS] | publications | periodicals | 0-0 |0.9166666666666666| Independent
[JJ] | weapons-free | weapon-free | 0-0 |0.9166666666666666| Equivalence
[VBD] | corresponded | constituted | 0-0 |0.9166666666666666| Independent
[NNS] | nightdresses | nightshirts | 0-0 |0.9166666666666666| Equivalence
[JJ] | multi-center | multicentre | 0-0 |0.9166666666666666| Equivalence
[JJ] | non-violence | non-violent | 0-0 |0.9166666666666666| OtherRelated
[NNPS] | certificates | credentials | 0-0 |0.9166666666666666| Equivalence
[VBN] | authenticated | contemplated | 0-0 |0.9230769230769232| Independent
[VBG] | jump-starting | reactivating | 0-0 |0.9230769230769232| Independent
[VB] | ill-treatment | mistreatment | 0-0 |0.9230769230769232| Equivalence
[NN] | ill-treatment | maltreatment | 0-0 |0.9230769230769232| Equivalence
[NNS] | collaborators | contributors | 0-0 |0.9230769230769232| OtherRelated
[NNS] | remunerations | compensation | 0-0 |0.9230769230769232| OtherRelated
[VBG] | assassinating | annihilating | 0-0 |0.9230769230769232| Independent
[NN] | overstatement | exaggeration | 0-0 |0.9230769230769232| Equivalence
[VBG] | demonstrating | ascertaining | 0-0 |0.9230769230769232| Independent
[NNPS] | organizations | institutions | 0-0 |0.9230769230769232| ForwardEntailment
[VBN] | dissemination | communicated | 0-0 |0.9230769230769232| Independent
[VBG] | mainstreaming | assimilating | 0-0 |0.9230769230769232| Independent
[VBD] | investigation | investigated | 0-0 |0.9230769230769232| Equivalence
[VBG] | strengthening | accelerating | 0-0 |0.9230769230769232| OtherRelated
[NNS] | co-presidents | chairpersons | 0-0 |0.9230769230769232| Independent
[NNS] | methodologies | instructions | 0-0 |0.9230769230769232| Independent
[JJ] | obstacle-free | barrier-free | 0-0 |0.9230769230769232| Equivalence
[VBN] | unprecedented | unparalleled | 0-0 |0.9230769230769232| Equivalence
[VBN] | substantiated | demonstrated | 0-0 |0.9230769230769232| Independent
[NNS] | substitutions | substituents | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | implementing | 0-0 |0.9230769230769232| Independent
[NNS] | smallholdings | landholdings | 0-0 |0.9230769230769232| Independent
[VBD] | characterized | discriminate | 0-0 |0.9230769230769232| Independent
[NN] | accommodation | accomodation | 0-0 |0.9230769230769232| Equivalence
[JJ] | short-sleeved | short-sleeve | 0-0 |0.9230769230769232| Equivalence
[NNS] | predilections | inclinations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | contributions | contributing | 0-0 |0.9230769230769232| Independent
[VBN] | characterized | criminalized | 0-0 |0.9230769230769232| Independent
[VBZ] | communication | communicates | 0-0 |0.9230769230769232| Independent
[NNS] | chairmanships | presidencies | 0-0 |0.9230769230769232| OtherRelated
[NNS] | institutional | institutions | 0-0 |0.9230769230769232| ReverseEntailment
[VBN] | administrated | administered | 0-0 |0.9230769230769232| Independent
[NN] | gratification | satisfaction | 0-0 |0.9230769230769232| Equivalence
[VBZ] | characterizes | criminalizes | 0-0 |0.9230769230769232| Independent
[JJ] | anti-american | anti-america | 0-0 |0.9230769230769232| Equivalence
[NNS] | hydro-carbons | hydrocarbons | 0-0 |0.9230769230769232| Equivalence
[JJ] | results-based | result-based | 0-0 |0.9230769230769232| Equivalence
[VBN] | substantiated | supplemented | 0-0 |0.9230769230769232| Independent
[NNS] | conversations | negotiations | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | disillusioned | disenchanted | 0-0 |0.9230769230769232| Equivalence
[NNS] | conversations | negotiations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | non-residents | nonresidents | 0-0 |0.9230769230769232| Equivalence
[NNS] | circumstances | requirements | 0-0 |0.9230769230769232| Independent
[VB] | relationships | relationship | 0-0 |0.9230769230769232| Equivalence
[NNS] | commonalities | similarities | 0-0 |0.9230769230769232| ForwardEntailment
[VBG] | co-ordination | coordinating | 0-0 |0.9230769230769232| Equivalence
[RB] | unjustifiably | unreasonably | 0-0 |0.9230769230769232| Equivalence
[JJ] | china-myanmar | sino-myanmar | 0-0 |0.9230769230769232| Equivalence
[JJ] | non-residents | non-resident | 0-0 |0.9230769230769232| OtherRelated
[JJ] | incontestable | indisputable | 0-0 |0.9230769230769232| Equivalence
[VBG] | reformulating | reorganizing | 0-0 |0.9230769230769232| Independent
[NNS] | circumstances | capabilities | 0-0 |0.9230769230769232| Independent
[NNS] | introductions | descriptions | 0-0 |0.9230769230769232| Independent
[NNS] | complications | implications | 0-0 |0.9230769230769232| ForwardEntailment
[VBD] | collaboration | participated | 0-0 |0.9230769230769232| Independent
[NN] | powerlessness | helplessness | 0-0 |0.9230769230769232| Equivalence
[NNS] | conglomerates | corporations | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | ill-treatment | maltreatment | 0-0 |0.9230769230769232| Equivalence
[NNPS] | organizations | institutions | 0-0 |0.9230769230769232| ReverseEntailment
[VB] | ill-treatment | maltreatment | 0-0 |0.9230769230769232| Equivalence
[VBG] | incorporating | representing | 0-0 |0.9230769230769232| Independent
[JJ] | disappointing | disappointed | 0-0 |0.9230769230769232| OtherRelated
[VBG] | consolidating | exacerbating | 0-0 |0.9230769230769232| Independent
[VBZ] | organisations | organisation | 0-0 |0.9230769230769232| ReverseEntailment
[VBN] | substantiated | corroborated | 0-0 |0.9230769230769232| Equivalence
[NNS] | manufacturers | manufactures | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | pre-electoral | pre-election | 0-0 |0.9230769230769232| Equivalence
[NNPS] | commissioners | comptrollers | 0-0 |0.9230769230769232| Independent
[NN] | pre-requisite | precondition | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | overestimates | overpredicts | 0-0 |0.9230769230769232| Independent
[VBG] | precipitating | accelerating | 0-0 |0.9230769230769232| Independent
[VBG] | collaborating | facilitating | 0-0 |0.9230769230769232| Independent
[VBG] | corroborating | ascertaining | 0-0 |0.9230769230769232| OtherRelated
[NNPS] | prerequisites | requirements | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | predominantly | concentrates | 0-0 |0.9230769230769232| Independent
[NN] | co-ordination | coordinating | 0-0 |0.9230769230769232| Equivalence
[RB] | traditionally | historically | 0-0 |0.9230769230769232| OtherRelated
[JJ] | collaborative | co-operation | 0-0 |0.9230769230769232| Independent
[JJ] | deteriorating | deteriorated | 0-0 |0.9230769230769232| Equivalence
[VBG] | incorporating | implementing | 0-0 |0.9230769230769232| OtherRelated
[NNP] | manufacturing | manufactures | 0-0 |0.9230769230769232| Equivalence
[JJ] | inter-related | inter-linked | 0-0 |0.9230769230769232| Equivalence
[NN] | preponderance | predominance | 0-0 |0.9230769230769232| OtherRelated
[JJ] | intersectoral | cross-sector | 0-0 |0.9230769230769232| Equivalence
[NN] | superstitious | superstition | 0-0 |0.9230769230769232| OtherRelated
[NNS] | registrations | reservations | 0-0 |0.9230769230769232| Independent
[VBN] | predominantly | concentrated | 0-0 |0.9230769230769232| Independent
[NNPS] | chairmanships | presidencies | 0-0 |0.9230769230769232| OtherRelated
[JJ] | ever-widening | ever-growing | 0-0 |0.9230769230769232| OtherRelated
[RB] | theoretically | conceptually | 0-0 |0.9230769230769232| OtherRelated
[NN] | transshipment | transhipment | 0-0 |0.9230769230769232| Equivalence
[NNS] | organisations | associations | 0-0 |0.9230769230769232| ReverseEntailment
[VBZ] | contributions | contribution | 0-0 |0.9230769230769232| Equivalence
[NNS] | immunizations | inoculations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | interruptions | terminations | 0-0 |0.9230769230769232| Independent
[NNS] | organizations | associations | 0-0 |0.9230769230769232| ReverseEntailment
[VBG] | incorporating | anticipating | 0-0 |0.9230769230769232| Independent
[VBG] | incorporating | amalgamating | 0-0 |0.9230769230769232| OtherRelated
[NNS] | anniversaries | celebrations | 0-0 |0.9230769230769232| OtherRelated
[VBG] | collaborating | coordinating | 0-0 |0.9230769230769232| Independent
[VBG] | jump-starting | revitalising | 0-0 |0.9230769230769232| Independent
[VBG] | incorporating | contributing | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | coordinating | 0-0 |0.9230769230769232| Independent
[NNS] | anti-semitism | anti-semites | 0-0 |0.9230769230769232| Independent
[VBG] | deteriorating | exacerbating | 0-0 |0.9230769230769232| Independent
[JJ] | non-nationals | non-citizens | 0-0 |0.9230769230769232| OtherRelated
[VBG] | re-energizing | revitalizing | 0-0 |0.9230769230769232| OtherRelated
[VBD] | congratulated | acknowledged | 0-0 |0.9230769230769232| Independent
[VBN] | rehabilitated | reintegrated | 0-0 |0.9230769230769232| OtherRelated
[VBN] | distinguished | disqualified | 0-0 |0.9230769230769232| Independent
[VBG] | restructuring | revitalising | 0-0 |0.9230769230769232| Independent
[NNS] | co-ordination | interactions | 0-0 |0.9230769230769232| Independent
[RB] | astonishingly | surprisingly | 0-0 |0.9230769230769232| Equivalence
[VBG] | disseminating | distribution | 0-0 |0.9230769230769232| Independent
[VBG] | corroborating | articulating | 0-0 |0.9230769230769232| Independent
[VBG] | re-organizing | reorganising | 0-0 |0.9230769230769232| Independent
[NNS] | small-holders | smallholders | 0-0 |0.9230769230769232| Equivalence
[VBN] | discriminated | investigated | 0-0 |0.9230769230769232| Independent
[VBN] | co-ordination | co-ordinated | 0-0 |0.9230769230769232| Equivalence
[NNS] | participantes | participants | 0-0 |0.9230769230769232| Independent
[VBN] | mistranslated | misconstrued | 0-0 |0.9230769230769232| Independent
[NNS] | anticipations | expectations | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | proportionate | commensurate | 0-0 |0.9230769230769232| Equivalence
[VBG] | participating | constituting | 0-0 |0.9230769230769232| Independent
[NNS] | eye-witnesses | eyewitnesses | 0-0 |0.9230769230769232| Equivalence
[VBN] | re-engineered | reformulated | 0-0 |0.9230769230769232| Independent
[VBG] | disseminating | facilitating | 0-0 |0.9230769230769232| Independent
[JJ] | broad-ranging | wide-ranging | 0-0 |0.9230769230769232| Equivalence
[VBN] | administrator | administered | 0-0 |0.9230769230769232| OtherRelated
[VBG] | understanding | appreciating | 0-0 |0.9230769230769232| Independent
[VBD] | collaboration | co-operation | 0-0 |0.9230769230769232| Equivalence
[JJ] | fully-fledged | full-fledged | 0-0 |0.9230769230769232| Equivalence
[VBG] | collaborators | contributing | 0-0 |0.9230769230769232| Independent
[NNS] | insurrections | insurgencies | 0-0 |0.9230769230769232| Equivalence
[VBG] | counteracting | compensating | 0-0 |0.9230769230769232| OtherRelated
[NNS] | anti-oxidants | antioxidants | 0-0 |0.9230769230769232| Equivalence
[NNS] | nationalistes | nationalists | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | proclamations | declarations | 0-0 |0.9230769230769232| ReverseEntailment
[RB] | intentionally | deliberately | 0-0 |0.9230769230769232| Equivalence
[NNP] | organizations | organisation | 0-0 |0.9230769230769232| Equivalence
[NNS] | prescriptions | propositions | 0-0 |0.9230769230769232| Independent
[NN] | extermination | annihilation | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | psychological | psychosocial | 0-0 |0.9230769230769232| OtherRelated
[NNPS] | notifications | declarations | 0-0 |0.9230769230769232| Independent
[VBG] | orchestrating | coordinating | 0-0 |0.9230769230769232| OtherRelated
[NNS] | presentations | explanations | 0-0 |0.9230769230769232| OtherRelated
[VBG] | co-ordinating | articulating | 0-0 |0.9230769230769232| Independent
[NNS] | organizations | corporations | 0-0 |0.9230769230769232| ForwardEntailment
[NNP] | organisations | organization | 0-0 |0.9230769230769232| Equivalence
[VBG] | strengthening | invigorating | 0-0 |0.9230769230769232| OtherRelated
[JJ] | out-of-school | after-school | 0-0 |0.9230769230769232| OtherRelated
[VBD] | deterioration | deteriorated | 0-0 |0.9230769230769232| Equivalence
[VBN] | redistributed | re-allocated | 0-0 |0.9230769230769232| Independent
[JJ] | transmissible | communicable | 0-0 |0.9230769230769232| Equivalence
[NNP] | collaboration | co-operation | 0-0 |0.9230769230769232| Equivalence
[JJ] | rights-of-way | right-of-way | 0-0 |0.9230769230769232| OtherRelated
[NN] | ill-treatment | mistreatment | 0-0 |0.9230769230769232| Equivalence
[NN] | gynaecologist | gynecologist | 0-0 |0.9230769230769232| Equivalence
[VBG] | strengthening | streamlining | 0-0 |0.9230769230769232| Independent
[VBG] | reconfiguring | refurbishing | 0-0 |0.9230769230769232| Independent
[VBG] | standardizing | streamlining | 0-0 |0.9230769230769232| Independent
[NNS] | anticipations | expectations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | manufacturers | manufactured | 0-0 |0.9230769230769232| Independent
[VBG] | incorporating | constituting | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | characterizes | discriminate | 0-0 |0.9230769230769232| Independent
[VBG] | comprehending | appreciating | 0-0 |0.9230769230769232| Independent
[NNS] | non-nationals | non-citizens | 0-0 |0.9230769230769232| Equivalence
[NNS] | presentations | descriptions | 0-0 |0.9230769230769232| Independent
[NNS] | interventions | interference | 0-0 |0.9230769230769232| Equivalence
[VBZ] | announcements | communicates | 0-0 |0.9230769230769232| Independent
[JJ] | unenforceable | inapplicable | 0-0 |0.9230769230769232| OtherRelated
[NNS] | transgressors | perpetrators | 0-0 |0.9230769230769232| Independent
[NNS] | fire-fighters | firefighters | 0-0 |0.9230769230769232| Equivalence
[NNS] | immunizations | inoculations | 0-0 |0.9230769230769232| ForwardEntailment
[NN] | neighbourhood | neighborhood | 0-0 |0.9230769230769232| Equivalence
[VBD] | substantiated | supplemented | 0-0 |0.9230769230769232| Independent
[VBN] | uncoordinated | co-ordinated | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | weapons-grade | weapon-grade | 0-0 |0.9230769230769232| Equivalence
[NNS] | organizations | associations | 0-0 |0.9230769230769232| ForwardEntailment
[VBN] | reconstituted | reintroduced | 0-0 |0.9230769230769232| Independent
[VBG] | restructuring | redeveloping | 0-0 |0.9230769230769232| Independent
[VBZ] | substantiates | demonstrates | 0-0 |0.9230769230769232| Independent
[VBN] | dissemination | disseminated | 0-0 |0.9230769230769232| Equivalence
[VBG] | deteriorating | accelerating | 0-0 |0.9230769230769232| Independent
[VBN] | misunderstood | misconstrued | 0-0 |0.9230769230769232| OtherRelated
[VBZ] | organizations | organization | 0-0 |0.9230769230769232| OtherRelated
[VBN] | substantiated | demonstrable | 0-0 |0.9230769230769232| Independent
[NNS] | installations | institutions | 0-0 |0.9230769230769232| Independent
[NN] | fertilisation | insemination | 0-0 |0.9230769230769232| OtherRelated
[VBG] | strengthening | guaranteeing | 0-0 |0.9230769230769232| Independent
[JJ] | transboundary | trans-border | 0-0 |0.9230769230769232| Equivalence
[VBG] | consolidating | perpetuating | 0-0 |0.9230769230769232| Independent
[NNS] | peace-keepers | peacekeepers | 0-0 |0.9230769230769232| Equivalence
[NNS] | immunizations | vaccinations | 0-0 |0.9230769230769232| ForwardEntailment
[VBG] | reinstituting | resurrecting | 0-0 |0.9230769230769232| Independent
[JJ] | drugs-related | drug-related | 0-0 |0.9230769230769232| Equivalence
[VBG] | repositioning | reorganizing | 0-0 |0.9230769230769232| Independent
[VBG] | acknowledging | appreciating | 0-0 |0.9230769230769232| OtherRelated
[NNPS] | distributions | distributors | 0-0 |0.9230769230769232| OtherRelated
[NNS] | organisations | institutions | 0-0 |0.9230769230769232| ReverseEntailment
[NN] | pre-condition | prerequisite | 0-0 |0.9230769230769232| Equivalence
[JJ] | anti-semitism | anti-semitic | 0-0 |0.9230769230769232| OtherRelated
[NNS] | transmissions | transmitters | 0-0 |0.9230769230769232| OtherRelated
[NNS] | institutional | institutions | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | high-priority | top-priority | 0-0 |0.9230769230769232| Equivalence
[NNS] | proficiencies | competencies | 0-0 |0.9230769230769232| ForwardEntailment
[VBN] | reconstituted | re-organized | 0-0 |0.9230769230769232| Independent
[VBG] | consolidating | invigorating | 0-0 |0.9230769230769232| Independent
[JJ] | anti-malarial | anti-malaria | 0-0 |0.9230769230769232| OtherRelated
[VBP] | transshipment | transhipment | 0-0 |0.9230769230769232| Equivalence
[JJ] | long-standing | long-lasting | 0-0 |0.9230769230769232| Equivalence
[JJ] | female-headed | women-headed | 0-0 |0.9230769230769232| Equivalence
[VBN] | reconstituted | reconfigured | 0-0 |0.9230769230769232| Independent
[NNPS] | manufacturers | manufactures | 0-0 |0.9230769230769232| ForwardEntailment
[NNP] | ill-treatment | maltreatment | 0-0 |0.9230769230769232| Equivalence
[NNPS] | organisations | associations | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | non-objection | no-objection | 0-0 |0.9230769230769232| Equivalence
[VBZ] | preconditions | requirements | 0-0 |0.9230769230769232| Independent
[JJ] | human-induced | human-caused | 0-0 |0.9230769230769232| OtherRelated
[JJ] | supplementary | supplemental | 0-0 |0.9230769230769232| OtherRelated
[JJ] | extrajudicial | non-judicial | 0-0 |0.9230769230769232| Equivalence
[VBG] | collaborating | co-operating | 0-0 |0.9230769230769232| Independent
[JJ] | energy-saving | power-saving | 0-0 |0.9230769230769232| Equivalence
[VBZ] | investigation | investigates | 0-0 |0.9230769230769232| OtherRelated
[VBG] | communicating | transmitting | 0-0 |0.9230769230769232| Independent
[NNPS] | organizations | corporations | 0-0 |0.9230769230769232| ReverseEntailment
[NNS] | registrations | designations | 0-0 |0.9230769230769232| Independent
[VBD] | predominantly | concentrated | 0-0 |0.9230769230769232| Independent
[VBG] | deteriorating | degenerating | 0-0 |0.9230769230769232| Independent
[VBN] | rehabilitated | restructured | 0-0 |0.9230769230769232| Independent
[NN] | rights-of-way | right-of-way | 0-0 |0.9230769230769232| OtherRelated
[VBG] | participating | representing | 0-0 |0.9230769230769232| Independent
[VBN] | consolidation | consolidated | 0-0 |0.9230769230769232| Independent
[VBG] | collaborating | co-operation | 0-0 |0.9230769230769232| Independent
[VBG] | kick-starting | revitalising | 0-0 |0.9230769230769232| Independent
[VBD] | organizations | organization | 0-0 |0.9230769230769232| OtherRelated
[NNS] | proclamations | declarations | 0-0 |0.9230769230769232| ForwardEntailment
[NNS] | organisations | corporations | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | anaesthetized | anesthetized | 0-0 |0.9230769230769232| Equivalence
[VBG] | contradicting | contravening | 0-0 |0.9230769230769232| Independent
[NN] | manufacturing | manufactures | 0-0 |0.9230769230769232| Equivalence
[JJ] | well-prepared | well-trained | 0-0 |0.9230769230769232| OtherRelated
[NN] | encyclopaedia | encyclopedia | 0-0 |0.9230769230769232| Equivalence
[JJ] | ultraportable | ultra-mobile | 0-0 |0.9230769230769232| OtherRelated
[NNS] | misdemeanours | misdemeanors | 0-0 |0.9230769230769232| Equivalence
[NNS] | prerequisites | requirements | 0-0 |0.9230769230769232| OtherRelated
[NNS] | organizations | institutions | 0-0 |0.9230769230769232| ForwardEntailment
[VBG] | demonstrating | illustrating | 0-0 |0.9230769230769232| Independent
[NNS] | counter-parts | counterparts | 0-0 |0.9230769230769232| Independent
[JJ] | transferrable | transferable | 0-0 |0.9230769230769232| Equivalence
[VBG] | kick-starting | reactivating | 0-0 |0.9230769230769232| OtherRelated
[VBN] | retransmitted | disseminated | 0-0 |0.9230769230769232| Independent
[VBG] | counteracting | neutralizing | 0-0 |0.9230769230769232| OtherRelated
[VBN] | reinvigorated | reintroduced | 0-0 |0.9230769230769232| Independent
[NNS] | jurisdictions | prosecutions | 0-0 |0.9230769230769232| Independent
[NNS] | deliberations | negotiations | 0-0 |0.9230769230769232| ReverseEntailment
[NNPS] | manufacturers | manufactures | 0-0 |0.9230769230769232| ReverseEntailment
[RB] | independently | autonomously | 0-0 |0.9230769230769232| OtherRelated
[VBG] | commemorating | reactivating | 0-0 |0.9230769230769232| Independent
[NNPS] | organisations | institutions | 0-0 |0.9230769230769232| ReverseEntailment
[VBN] | administrated | well-managed | 0-0 |0.9230769230769232| Independent
[NNS] | conversations | interactions | 0-0 |0.9230769230769232| Independent
[JJ] | multisectoral | multi-sector | 0-0 |0.9230769230769232| Equivalence
[VBZ] | re-introduces | incorporates | 0-0 |0.9230769230769232| OtherRelated
[NNS] | co-ordination | coordinating | 0-0 |0.9230769230769232| Equivalence
[VBG] | disseminating | distributing | 0-0 |0.9230769230769232| Independent
[NNS] | uncertainties | insecurities | 0-0 |0.9230769230769232| OtherRelated
[NNS] | organizations | institutions | 0-0 |0.9230769230769232| ReverseEntailment
[JJ] | proportionate | proportional | 0-0 |0.9230769230769232| Equivalence
[VBG] | destabilizing | jeopardizing | 0-0 |0.9230769230769232| Independent
[VBG] | encapsulating | encompassing | 0-0 |0.9230769230769232| Independent
[JJ] | well-designed | well-planned | 0-0 |0.9230769230769232| OtherRelated
[NNS] | sub-contracts | subcontracts | 0-0 |0.9230769230769232| Equivalence
[NNS] | transmissions | transactions | 0-0 |0.9230769230769232| Independent
[JJ] | ill-treatment | mistreatment | 0-0 |0.9230769230769232| Equivalence
[JJ] | well-grounded | well-founded | 0-0 |0.9230769230769232| Equivalence
[NNS] | co-ordination | coordinators | 0-0 |0.9230769230769232| Independent
[VBG] | incarcerating | imprisonment | 0-0 |0.9230769230769232| OtherRelated
[VBN] | disillusioned | disappointed | 0-0 |0.9230769230769232| Equivalence
[NNS] | distributions | distributors | 0-0 |0.9230769230769232| OtherRelated
[VBG] | corresponding | constituting | 0-0 |0.9230769230769232| Independent
[JJ] | pre-qualified | pre-screened | 0-0 |0.9230769230769232| OtherRelated
[VBG] | standardizing | regularizing | 0-0 |0.9230769230769232| OtherRelated
[VBG] | expropriating | confiscating | 0-0 |0.9230769230769232| OtherRelated
[VBG] | restructuring | reorganising | 0-0 |0.9230769230769232| OtherRelated
[NN] | transmissible | communicable | 0-0 |0.9230769230769232| Equivalence
[VBD] | consolidating | strengthened | 0-0 |0.9230769230769232| Independent
[NNS] | sub-divisions | subdivisions | 0-0 |0.9230769230769232| Equivalence
[VBD] | strengthening | consolidated | 0-0 |0.9230769230769232| Independent
[NNS] | announcements | declarations | 0-0 |0.9230769230769232| OtherRelated
[RB] | significantly | dramatically | 0-0 |0.9230769230769232| Equivalence
[NNPS] | co-presidents | chairpersons | 0-0 |0.9230769230769232| Independent
[JJ] | intersectoral | inter-sector | 0-0 |0.9230769230769232| Independent
[VBG] | rationalizing | streamlining | 0-0 |0.9230769230769232| OtherRelated
[JJ] | ex-combatants | ex-combatant | 0-0 |0.9230769230769232| Equivalence
[NNS] | inspectorates | directorates | 0-0 |0.9230769230769232| Independent
[VBG] | administering | implementing | 0-0 |0.9230769230769232| OtherRelated
[VBD] | substantiated | corroborated | 0-0 |0.9230769230769232| Equivalence
[VBD] | demonstration | demonstrated | 0-0 |0.9230769230769232| Independent
[UH] | announcements | notification | 0-0 |0.9230769230769232| OtherRelated
[NNS] | predilections | inclinations | 0-0 |0.9230769230769232| ForwardEntailment
[JJ] | unmistakeable | unmistakable | 0-0 |0.9230769230769232| Equivalence
[JJ] | transboundary | cross-border | 0-0 |0.9230769230769232| Equivalence
[VBG] | jump-starting | revitalizing | 0-0 |0.9230769230769232| Independent
[VBG] | outperforming | outstripping | 0-0 |0.9230769230769232| Independent
[NNS] | delimitations | delineations | 0-0 |0.9230769230769232| Equivalence
[VBD] | consolidation | consolidated | 0-0 |0.9230769230769232| Independent
[VBG] | contemplating | deliberating | 0-0 |0.9230769230769232| Independent
[NNS] | photographers | photographic | 0-0 |0.9230769230769232| Independent
[NNS] | registrations | requisitions | 0-0 |0.9230769230769232| Independent
